director_name,actor_2_name,genres,actor_1_name,movie_title,actor_3_name,combined
Jake Paltrow,Gael Le Cornec,Comedy Drama Fantasy Music Romance,Stephen Graham,The Good Night,Keith Allen,Jake Paltrow Gael Le Cornec Comedy Drama Fantasy Music Romance Stephen Graham Keith Allen
Juraj Jakubisko,Hans Matheson,Biography Drama Fantasy History,Anna Friel,Bathory: Countess of Blood,Franco Nero,Juraj Jakubisko Hans Matheson Biography Drama Fantasy History Anna Friel Franco Nero
Anthony Silverston,Steve Buscemi,Adventure Animation Family,Liam Neeson,Khumba,Loretta Devine,Anthony Silverston Steve Buscemi Adventure Animation Family Liam Neeson Loretta Devine
Gabe Ibáñez,Robert Forster,Action Sci-Fi Thriller,Birgitte Hjort Sørensen,Automata,Melanie Griffith,Gabe Ibáñez Robert Forster Action Sci-Fi Thriller Birgitte Hjort Sørensen Melanie Griffith
Gerry Lively,Lucy Gaskell,Action Adventure Fantasy,Bruce Payne,Dungeons & Dragons: Wrath of the Dragon God,Steven Elder,Gerry Lively Lucy Gaskell Action Adventure Fantasy Bruce Payne Steven Elder
Daniele Luchetti,Rodrigo De la Serna,Biography,Maximilian Dirr,Chiamatemi Francesco - Il Papa della gente,Ferdinando Vetere,Daniele Luchetti Rodrigo De la Serna Biography Maximilian Dirr Ferdinando Vetere
Tung-Shing Yee,Daniel Wu,Action Crime Drama Thriller,Bingbing Fan,Shinjuku Incident,Yasuaki Kurata,Tung-Shing Yee Daniel Wu Action Crime Drama Thriller Bingbing Fan Yasuaki Kurata
Julien Temple,Dexter Fletcher,Biography Drama,Samantha Morton,Pandaemonium,Linus Roache,Julien Temple Dexter Fletcher Biography Drama Samantha Morton Linus Roache
Harold Ramis,Chris Elliott,Comedy Fantasy Romance,Bill Murray,Groundhog Day,Willie Garson,Harold Ramis Chris Elliott Comedy Fantasy Romance Bill Murray Willie Garson
Gregory Jacobs,Channing Tatum,Comedy Drama Music,Matt Bomer,Magic Mike XXL,Kevin Nash,Gregory Jacobs Channing Tatum Comedy Drama Music Matt Bomer Kevin Nash
Baz Luhrmann,Harold Perrineau,Drama Romance,Leonardo DiCaprio,Romeo + Juliet,Brian Dennehy,Baz Luhrmann Harold Perrineau Drama Romance Leonardo DiCaprio Brian Dennehy
Gilles Paquet-Brenner,Aidan Quinn,Drama War,Kristin Scott Thomas,Sarah's Key,Arben Bajraktaraj,Gilles Paquet-Brenner Aidan Quinn Drama War Kristin Scott Thomas Arben Bajraktaraj
Peter Cousens,David Rasche,Drama Family Music,Sharon Leal,Freedom,Bart Shatto,Peter Cousens David Rasche Drama Family Music Sharon Leal Bart Shatto
Clint Eastwood,Morgan Freeman,Drama Western,Clint Eastwood,Unforgiven,Frances Fisher,Clint Eastwood Morgan Freeman Drama Western Clint Eastwood Frances Fisher
Lars von Trier,Jeremy Davies,Drama,Bryce Dallas Howard,Manderlay,Jean-Marc Barr,Lars von Trier Jeremy Davies Drama Bryce Dallas Howard Jean-Marc Barr
Danny Boyle,Saurabh Shukla,Drama Romance,Anil Kapoor,Slumdog Millionaire,Ayush Mahesh Khedekar,Danny Boyle Saurabh Shukla Drama Romance Anil Kapoor Ayush Mahesh Khedekar
Adrian Lyne,Lois Smith,Drama Romance Thriller,Fred Gwynne,Fatal Attraction,Anne Archer,Adrian Lyne Lois Smith Drama Romance Thriller Fred Gwynne Anne Archer
Garry Marshall,Hector Elizondo,Comedy Romance,Julia Roberts,Pretty Woman,Jason Alexander,Garry Marshall Hector Elizondo Comedy Romance Julia Roberts Jason Alexander
John Blanchard,Andrea Martin,Comedy,Martin Short,Towering Inferno            ,Joe Flaherty,John Blanchard Andrea Martin Comedy Martin Short Joe Flaherty
John Cornell,Linda Kozlowski,Action Adventure Comedy,Paul Hogan,Crocodile Dundee II,John Meillon,John Cornell Linda Kozlowski Action Adventure Comedy Paul Hogan John Meillon
Vidhu Vinod Chopra,Chris Marquette,Action Crime Drama Mystery Thriller,María Valverde,Broken Horses,Chad Bishop,Vidhu Vinod Chopra Chris Marquette Action Crime Drama Mystery Thriller María Valverde Chad Bishop
Oliver Stone,Tom Berenger,Biography Drama War,Tom Cruise,Born on the Fourth of July,Stephen Baldwin,Oliver Stone Tom Berenger Biography Drama War Tom Cruise Stephen Baldwin
Jon Turteltaub,Leon,Adventure Comedy Family Sport,Doug E. Doug,Cool Runnings,Malik Yoba,Jon Turteltaub Leon Adventure Comedy Family Sport Doug E. Doug Malik Yoba
Patrick Lussier,Jaime King,Horror Thriller,Jensen Ackles,My Bloody Valentine,Edi Gathegi,Patrick Lussier Jaime King Horror Thriller Jensen Ackles Edi Gathegi
Ole Bornedal,Madison Davenport,Horror Thriller,Kyra Sedgwick,The Possession,Natasha Calis,Ole Bornedal Madison Davenport Horror Thriller Kyra Sedgwick Natasha Calis
Ted Kotcheff,Brian Dennehy,Action Adventure Drama,Sylvester Stallone,First Blood,Chris Mulkey,Ted Kotcheff Brian Dennehy Action Adventure Drama Sylvester Stallone Chris Mulkey
Sylvain White,Laz Alonso,Drama Music Romance,Chris Brown,Stomp the Yard,Harry Lennix,Sylvain White Laz Alonso Drama Music Romance Chris Brown Harry Lennix
Lewis Gilbert,Desmond Llewelyn,Action Adventure Sci-Fi Thriller,Caroline Munro,The Spy Who Loved Me,Barbara Bach,Lewis Gilbert Desmond Llewelyn Action Adventure Sci-Fi Thriller Caroline Munro Barbara Bach
Jamie Blanks,Loretta Devine,Horror Mystery Thriller,Alicia Witt,Urban Legend,Julian Richings,Jamie Blanks Loretta Devine Horror Mystery Thriller Alicia Witt Julian Richings
Stephen Frears,Peter Capaldi,Drama Romance,Keanu Reeves,Dangerous Liaisons,Swoosie Kurtz,Stephen Frears Peter Capaldi Drama Romance Keanu Reeves Swoosie Kurtz
Tyler Perry,Phylicia Rashad,Comedy Drama Romance,Eddie Cibrian,Good Deeds,Jamie Kennedy,Tyler Perry Phylicia Rashad Comedy Drama Romance Eddie Cibrian Jamie Kennedy
Randal Kleiser,Klaus Maria Brandauer,Adventure Drama,Seymour Cassel,White Fang,Susan Hogan,Randal Kleiser Klaus Maria Brandauer Adventure Drama Seymour Cassel Susan Hogan
Bruce McCulloch,Elaine Hendrix,Comedy Romance,Will Ferrell,Superstar,Molly Shannon,Bruce McCulloch Elaine Hendrix Comedy Romance Will Ferrell Molly Shannon
Phyllida Lloyd,Jim Broadbent,Biography Drama History,Meryl Streep,The Iron Lady,Olivia Colman,Phyllida Lloyd Jim Broadbent Biography Drama History Meryl Streep Olivia Colman
Mike Nawrocki,Mike Nawrocki,Adventure Animation Comedy Drama Family Musical,Phil Vischer,Jonah: A VeggieTales Movie,Shelby Vischer,Mike Nawrocki Mike Nawrocki Adventure Animation Comedy Drama Family Musical Phil Vischer Shelby Vischer
John Singleton,Khandi Alexander,Drama Romance,Janet Jackson,Poetic Justice,Maya Angelou,John Singleton Khandi Alexander Drama Romance Janet Jackson Maya Angelou
Kevin Bray,Roger Guenveur Smith,Action Comedy Crime Thriller,Mike Epps,All About the Benjamins,Gino Salvano,Kevin Bray Roger Guenveur Smith Action Comedy Crime Thriller Mike Epps Gino Salvano
Wes Craven,W. Earl Brown,Comedy Fantasy Horror Romance,John Witherspoon,Vampire in Brooklyn,Allen Payne,Wes Craven W. Earl Brown Comedy Fantasy Horror Romance John Witherspoon Allen Payne
John Boorman,Richard Burton,Horror,Linda Blair,Exorcist II: The Heretic,Ned Beatty,John Boorman Richard Burton Horror Linda Blair Ned Beatty
Courtney Solomon,James D'Arcy,Horror Mystery Thriller,Sissy Spacek,An American Haunting,Vernon Dobtcheff,Courtney Solomon James D'Arcy Horror Mystery Thriller Sissy Spacek Vernon Dobtcheff
David Zucker,Tyler Labine,Comedy Romance,Carmen Electra,My Boss's Daughter,Molly Shannon,David Zucker Tyler Labine Comedy Romance Carmen Electra Molly Shannon
David Twohy,Milla Jovovich,Adventure Mystery Thriller,Chris Hemsworth,A Perfect Getaway,Marley Shelton,David Twohy Milla Jovovich Adventure Mystery Thriller Chris Hemsworth Marley Shelton
Rick Famuyiwa,Lance Gross,Comedy Romance,America Ferrera,Our Family Wedding,Lupe Ontiveros,Rick Famuyiwa Lance Gross Comedy Romance America Ferrera Lupe Ontiveros
Alan Cohn,Linda Cardellini,Comedy,Alyson Hannigan,Dead Man on Campus,Poppy Montgomery,Alan Cohn Linda Cardellini Comedy Alyson Hannigan Poppy Montgomery
Franco Zeffirelli,Joan Plowright,Comedy Drama War,Lily Tomlin,Tea with Mussolini,Paolo Seganti,Franco Zeffirelli Joan Plowright Comedy Drama War Lily Tomlin Paolo Seganti
Tom Holland,Bethany Joy Lenz,Fantasy Horror,Joe Mantegna,Thinner,Kari Wuhrer,Tom Holland Bethany Joy Lenz Fantasy Horror Joe Mantegna Kari Wuhrer
Martin Scorsese,Liza Minnelli,Drama Music Musical Romance,Robert De Niro,"New York, New York",Mary Kay Place,Martin Scorsese Liza Minnelli Drama Music Musical Romance Robert De Niro Mary Kay Place
Spike Lee,Delroy Lindo,Comedy Drama,Alfre Woodard,Crooklyn,Isaiah Washington,Spike Lee Delroy Lindo Comedy Drama Alfre Woodard Isaiah Washington
Chris Rock,Eliza Coupe,Comedy Drama Romance,Steve Buscemi,I Think I Love My Wife,Wendell Pierce,Chris Rock Eliza Coupe Comedy Drama Romance Steve Buscemi Wendell Pierce
James Isaac,Kane Hodder,Action Horror Sci-Fi Thriller,Peter Mensah,Jason X,Lexa Doig,James Isaac Kane Hodder Action Horror Sci-Fi Thriller Peter Mensah Lexa Doig
Shawn Levy,Donald Faison,Adventure Comedy Family,Frankie Muniz,Big Fat Liar,Lee Majors,Shawn Levy Donald Faison Adventure Comedy Family Frankie Muniz Lee Majors
Emilio Estevez,Nick Cannon,Drama History,Anthony Hopkins,Bobby,Brian Geraghty,Emilio Estevez Nick Cannon Drama History Anthony Hopkins Brian Geraghty
Mark Waters,Ivana Milicevic,Comedy Mystery Romance,Monica Potter,Head Over Heels,China Chow,Mark Waters Ivana Milicevic Comedy Mystery Romance Monica Potter China Chow
Josh Schwartz,Jackson Nicoll,Adventure Comedy,Thomas McDonell,Fun Size,Osric Chau,Josh Schwartz Jackson Nicoll Adventure Comedy Thomas McDonell Osric Chau
Julian Schnabel,Mathieu Amalric,Biography Drama,Emmanuelle Seigner,The Diving Bell and the Butterfly,Isaach De Bankolé,Julian Schnabel Mathieu Amalric Biography Drama Emmanuelle Seigner Isaach De Bankolé
Todd Field,Noah Emmerich,Drama Romance,Kate Winslet,Little Children,Jane Adams,Todd Field Noah Emmerich Drama Romance Kate Winslet Jane Adams
Davis Guggenheim,Sharon Lawrence,Drama Mystery Thriller,Norman Reedus,Gossip,Noam Jenkins,Davis Guggenheim Sharon Lawrence Drama Mystery Thriller Norman Reedus Noam Jenkins
Tony Goldwyn,Julie Kavner,Drama,Viggo Mortensen,A Walk on the Moon,Tovah Feldshuh,Tony Goldwyn Julie Kavner Drama Viggo Mortensen Tovah Feldshuh
Phillip Noyce,Terry Pheto,Biography Drama History,Derek Luke,Catch a Fire,Bonnie Henna,Phillip Noyce Terry Pheto Biography Drama History Derek Luke Bonnie Henna
Stephen Carpenter,Angela Featherstone,Drama Horror Mystery Thriller,Melissa Sagemiller,Soul Survivors,Candace Kroslak,Stephen Carpenter Angela Featherstone Drama Horror Mystery Thriller Melissa Sagemiller Candace Kroslak
James Ivory,Todd Boyce,Biography Drama History Romance,Seth Gilliam,Jefferson in Paris,Nigel Whitmey,James Ivory Todd Boyce Biography Drama History Romance Seth Gilliam Nigel Whitmey
Stephan Elliott,Kristin Scott Thomas,Comedy Romance,Colin Firth,Easy Virtue,Kris Marshall,Stephan Elliott Kristin Scott Thomas Comedy Romance Colin Firth Kris Marshall
James Fargo,Joseph Cotten,Action Adventure History,Christopher Lee,Caravans,Behrouz Vossoughi,James Fargo Joseph Cotten Action Adventure History Christopher Lee Behrouz Vossoughi
Mike Leigh,Ruth Sheen,Biography Drama History,Lesley Manville,Mr. Turner,Karl Johnson,Mike Leigh Ruth Sheen Biography Drama History Lesley Manville Karl Johnson
Alain Resnais,Sara Forestier,Drama Romance,Mathieu Amalric,Wild Grass,Edouard Baer,Alain Resnais Sara Forestier Drama Romance Mathieu Amalric Edouard Baer
Costa-Gavras,Mathieu Kassovitz,Biography Crime Drama War,Sebastian Koch,Amen.,Ulrich Mühe,Costa-Gavras Mathieu Kassovitz Biography Crime Drama War Sebastian Koch Ulrich Mühe
Chao-Bin Su,Shawn Yue,Action,Woo-sung Jung,Reign of Assassins,Kelly Lin,Chao-Bin Su Shawn Yue Action Woo-sung Jung Kelly Lin
Neil Burger,Katherine LaNasa,Comedy Drama War,John Heard,The Lucky Ones,Mark L. Young,Neil Burger Katherine LaNasa Comedy Drama War John Heard Mark L. Young
Kenneth Lonergan,Kieran Culkin,Drama,Matt Damon,Margaret,John Gallagher Jr.,Kenneth Lonergan Kieran Culkin Drama Matt Damon John Gallagher Jr.
Bo Zenga,Kenan Thompson,Comedy Horror,Steve Howey,Stan Helsing,Diora Baird,Bo Zenga Kenan Thompson Comedy Horror Steve Howey Diora Baird
Rob Reiner,Rebecca De Mornay,Comedy Drama Romance,Madeline Carroll,Flipped,Aidan Quinn,Rob Reiner Rebecca De Mornay Comedy Drama Romance Madeline Carroll Aidan Quinn
Ang Lee,Heath Ledger,Drama Romance,Jake Gyllenhaal,Brokeback Mountain,Anne Hathaway,Ang Lee Heath Ledger Drama Romance Jake Gyllenhaal Anne Hathaway
Jonathan Liebesman,Danny Woodburn,Action Adventure Comedy Sci-Fi,Noel Fisher,Teenage Mutant Ninja Turtles,Jeremy Howard,Jonathan Liebesman Danny Woodburn Action Adventure Comedy Sci-Fi Noel Fisher Jeremy Howard
Amy Heckerling,Dan Hedaya,Comedy Romance,Donald Faison,Clueless,Elisa Donovan,Amy Heckerling Dan Hedaya Comedy Romance Donald Faison Elisa Donovan
Todd Haynes,Celia Weston,Drama Romance,Dennis Quaid,Far from Heaven,Michael Gaston,Todd Haynes Celia Weston Drama Romance Dennis Quaid Michael Gaston
Steve Pink,Gillian Jacobs,Comedy Sci-Fi,Adam Scott,Hot Tub Time Machine 2,Collette Wolfe,Steve Pink Gillian Jacobs Comedy Sci-Fi Adam Scott Collette Wolfe
Philip Kaufman,Stephen Marcus,Biography Drama,Kate Winslet,Quills,Amelia Warner,Philip Kaufman Stephen Marcus Biography Drama Kate Winslet Amelia Warner
Martin McDonagh,Gabourey Sidibe,Comedy Crime,Abbie Cornish,Seven Psychopaths,Michael Stuhlbarg,Martin McDonagh Gabourey Sidibe Comedy Crime Abbie Cornish Michael Stuhlbarg
Kasi Lemmons,Tamara Tunie,Crime Drama Music Mystery Thriller,Colm Feore,The Caveman's Valentine,Aunjanue Ellis,Kasi Lemmons Tamara Tunie Crime Drama Music Mystery Thriller Colm Feore Aunjanue Ellis
Oliver Hirschbiegel,Bruno Ganz,Biography Drama History War,Thomas Kretschmann,Downfall,Alexandra Maria Lara,Oliver Hirschbiegel Bruno Ganz Biography Drama History War Thomas Kretschmann Alexandra Maria Lara
Alejandro Amenábar,Lola Dueñas,Biography Drama Romance,Belén Rueda,The Sea Inside,Tamar Novas,Alejandro Amenábar Lola Dueñas Biography Drama Romance Belén Rueda Tamar Novas
Jonathan Glazer,Paul Brannigan,Drama Horror Sci-Fi Thriller,Scarlett Johansson,Under the Skin,Alison Chand,Jonathan Glazer Paul Brannigan Drama Horror Sci-Fi Thriller Scarlett Johansson Alison Chand
Barry Levinson,J.T. Walsh,Biography Comedy Drama War,Robin Williams,"Good Morning, Vietnam",Bruno Kirby,Barry Levinson J.T. Walsh Biography Comedy Drama War Robin Williams Bruno Kirby
Hyung-rae Shim,Stephanie Danielson,Comedy,Jason Mewes,The Last Godfather,Michael Rispoli,Hyung-rae Shim Stephanie Danielson Comedy Jason Mewes Michael Rispoli
Jon M. Chu,Sean Kingston,Documentary Music,Usher Raymond,Justin Bieber: Never Say Never,Boys II Men,Jon M. Chu Sean Kingston Documentary Music Usher Raymond Boys II Men
Darren Aronofsky,Mila Kunis,Drama Thriller,Natalie Portman,Black Swan,Mark Margolis,Darren Aronofsky Mila Kunis Drama Thriller Natalie Portman Mark Margolis
José Padilha,Abbie Cornish,Action Crime Sci-Fi Thriller,Gary Oldman,RoboCop,Jennifer Ehle,José Padilha Abbie Cornish Action Crime Sci-Fi Thriller Gary Oldman Jennifer Ehle
Francis Ford Coppola,Al Pacino,Crime Drama,Robert De Niro,The Godfather: Part II,Robert Duvall,Francis Ford Coppola Al Pacino Crime Drama Robert De Niro Robert Duvall
Thomas Carter,Terry Kinney,Drama Music Romance,Sean Patrick Thomas,Save the Last Dance,Fredro Starr,Thomas Carter Terry Kinney Drama Music Romance Sean Patrick Thomas Fredro Starr
Renny Harlin,Rodney Eastman,Fantasy Horror Thriller,Tuesday Knight,A Nightmare on Elm Street 4: The Dream Master,Brooke Bundy,Renny Harlin Rodney Eastman Fantasy Horror Thriller Tuesday Knight Brooke Bundy
Patricia Riggen,Brighton Sharbino,Drama,Jennifer Garner,Miracles from Heaven,Martin Henderson,Patricia Riggen Brighton Sharbino Drama Jennifer Garner Martin Henderson
Danny Leiner,Mary Lynn Rajskub,Comedy Mystery,Jennifer Garner,"Dude, Where's My Car?",Marla Sokoloff,Danny Leiner Mary Lynn Rajskub Comedy Mystery Jennifer Garner Marla Sokoloff
Christopher Cain,Patrick Wayne,Action Crime Drama Thriller Western,Jack Palance,Young Guns,Brian Keith,Christopher Cain Patrick Wayne Action Crime Drama Thriller Western Jack Palance Brian Keith
Theodore Melfi,Naomi Watts,Comedy Drama,Bill Murray,St. Vincent,Reg E. Cathey,Theodore Melfi Naomi Watts Comedy Drama Bill Murray Reg E. Cathey
Steve Pink,Regina Hall,Comedy Romance,Joe Lo Truglio,About Last Night,Bryan Callen,Steve Pink Regina Hall Comedy Romance Joe Lo Truglio Bryan Callen
Gil Junger,Heath Ledger,Comedy Drama Romance,Joseph Gordon-Levitt,10 Things I Hate About You,Andrew Keegan,Gil Junger Heath Ledger Comedy Drama Romance Joseph Gordon-Levitt Andrew Keegan
Ed Decter,Eddie Griffin,Comedy,Zooey Deschanel,The New Guy,Gene Simmons,Ed Decter Eddie Griffin Comedy Zooey Deschanel Gene Simmons
Gene Quintano,Lin Shaye,Action Comedy Crime,Jon Lovitz,Loaded Weapon 1,Bill Nunn,Gene Quintano Lin Shaye Action Comedy Crime Jon Lovitz Bill Nunn
Jaume Collet-Serra,Brett Cullen,Drama Horror Thriller,Óscar Jaenada,The Shallows,Sedona Legge,Jaume Collet-Serra Brett Cullen Drama Horror Thriller Óscar Jaenada Sedona Legge
Eric Bress,Eric Stoltz,Sci-Fi Thriller,Logan Lerman,The Butterfly Effect,Cameron Bright,Eric Bress Eric Stoltz Sci-Fi Thriller Logan Lerman Cameron Bright
Chris Koch,Mark Webber,Adventure Comedy Family,Chris Elliott,Snow Day,Jean Smart,Chris Koch Mark Webber Adventure Comedy Family Chris Elliott Jean Smart
Preston A. Whitmore II,Chris Brown,Comedy Drama Romance,Mekhi Phifer,This Christmas,Loretta Devine,Preston A. Whitmore II Chris Brown Comedy Drama Romance Mekhi Phifer Loretta Devine
Bob Clark,Dom DeLuise,Comedy Crime Family Sci-Fi,Kathleen Turner,Baby Geniuses,Ruby Dee,Bob Clark Dom DeLuise Comedy Crime Family Sci-Fi Kathleen Turner Ruby Dee
Kirk Wong,Elliott Gould,Action Comedy Crime Thriller,Bokeem Woodbine,The Big Hit,Antonio Sabato Jr.,Kirk Wong Elliott Gould Action Comedy Crime Thriller Bokeem Woodbine Antonio Sabato Jr.
Bronwen Hughes,Eartha Kitt,Comedy Drama Family,Gregory Smith,Harriet the Spy,Charlotte Sullivan,Bronwen Hughes Eartha Kitt Comedy Drama Family Gregory Smith Charlotte Sullivan
John Lafia,Beth Grant,Fantasy Horror,Jenny Agutter,Child's Play 2,Greg Germann,John Lafia Beth Grant Fantasy Horror Jenny Agutter Greg Germann
Sam Miller,Kate del Castillo,Crime Thriller,Leslie Bibb,No Good Deed,Henry Simmons,Sam Miller Kate del Castillo Crime Thriller Leslie Bibb Henry Simmons
Frank Darabont,Alexa Davalos,Horror,Toby Jones,The Mist,Jeffrey DeMunn,Frank Darabont Alexa Davalos Horror Toby Jones Jeffrey DeMunn
Alex Garland,Sonoya Mizuno,Drama Mystery Sci-Fi Thriller,Elina Alminas,Ex Machina,Corey Johnson,Alex Garland Sonoya Mizuno Drama Mystery Sci-Fi Thriller Elina Alminas Corey Johnson
Spike Jonze,Orson Bean,Comedy Drama Fantasy,Willie Garson,Being John Malkovich,Mary Kay Place,Spike Jonze Orson Bean Comedy Drama Fantasy Willie Garson Mary Kay Place
Mark Brown,Vivica A. Fox,Comedy Romance,Mo'Nique,Two Can Play That Game,Tamala Jones,Mark Brown Vivica A. Fox Comedy Romance Mo'Nique Tamala Jones
Dave Green,Ella Wahlestedt,Adventure Family Sci-Fi,Teo Halm,Earth to Echo,Jason Gray-Stanford,Dave Green Ella Wahlestedt Adventure Family Sci-Fi Teo Halm Jason Gray-Stanford
John Stockwell,Jay Hernandez,Drama Romance,Kirsten Dunst,Crazy/Beautiful,Rolando Molina,John Stockwell Jay Hernandez Drama Romance Kirsten Dunst Rolando Molina
Clint Eastwood,Kazunari Ninomiya,Drama History War,Yuki Matsuzaki,Letters from Iwo Jima,Shidô Nakamura,Clint Eastwood Kazunari Ninomiya Drama History War Yuki Matsuzaki Shidô Nakamura
Michael Polish,Virginia Madsen,Adventure Drama Sci-Fi,J.K. Simmons,The Astronaut Farmer,Bruce Dern,Michael Polish Virginia Madsen Adventure Drama Sci-Fi J.K. Simmons Bruce Dern
Daisy von Scherler Mayer,Jada Pinkett Smith,Comedy Romance,LL Cool J,Woo,Dave Chappelle,Daisy von Scherler Mayer Jada Pinkett Smith Comedy Romance LL Cool J Dave Chappelle
Lenny Abrahamson,Jacob Tremblay,Drama,Joan Allen,Room,Cas Anvar,Lenny Abrahamson Jacob Tremblay Drama Joan Allen Cas Anvar
Bob Saget,Jack Warden,Comedy,Don Rickles,Dirty Work,Traylor Howard,Bob Saget Jack Warden Comedy Don Rickles Traylor Howard
